dateTime,seconds,milliSeconds,sdFreeSpaceMb,loopTimeMs,workingTimeMs,freeMemoryBytes,currentState,controllerPower,serialAndBleBuffer,rgbDevice,buttonMode,buttonPower,throttleLevelPerCent,altitudeALm,altitudeSLm,pressure_hPa,temperatureDC,verticalSpeedMps,engineLevelOutP1024,engineMode,autotuneEnabled,pidTargetAltitudeM,0-0,0-1,0-2,0-3,0-4,0-5,0-6,0-7,1-0,1-1,1-2,1-3,1-4,1-5,1-6,1-7,2-0,2-1,2-2,2-3,2-4,2-5,2-6,2-7,3-0,3-1,3-2,3-3,3-4,3-5,3-6,3-7,4-0,4-1,4-2,4-3,4-4,4-5,4-6,4-7,batteryV,batteryA,revolutionsRpm,controllerTempDC,motorTempDC,batteryTempDC,requestedOutputPwmPC,realOutputPwmPC,remainingBatteryCapacityPC,remainingBatteryCapacityFromCanPC,Warnings,Failures,messagesReceived,messagesSent
2021-07-01 18:27:01,736,736308,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.40,71.20,1014.89,26.20,0.00,0,1,,0.00,0,0,0,0,0,0,0,0,163,11,3,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,51.90,0.30,110,22,73,18,0,149,100,46,,,27,58
2021-07-01 18:27:01,736,736432,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.40,71.20,1014.90,26.20,0.20,0,1,,0.00,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.90,0.30,110,22,73,18,0,149,100,46,,,27,59
2021-07-01 18:27:01,736,736547,1190107303,125,93,-1623,12,1,,0,0,0,1,-1.50,71.10,1014.90,26.19,0.20,11,1,,0.00,11,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100,3,0,0,0,1,6,2,51.90,0.30,110,22,73,18,0,149,100,46,,,28,60
2021-07-01 18:27:01,736,736683,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.40,71.20,1014.90,26.19,0.20,0,1,,0.00,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.90,0.30,110,22,73,18,0,149,100,46,,,28,61
2021-07-01 18:27:01,736,736808,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.50,71.10,1014.90,26.20,0.20,0,1,,0.00,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,11,0,250,255,0,0,0,0,,,,,,,,,51.90,0.30,110,22,73,18,1,153,100,46,,,29,62
2021-07-01 18:27:01,736,736922,1190107303,125,93,-1623,12,1,,0,0,0,12,-1.50,71.10,1014.90,26.19,-0.20,11,1,,0.00,11,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.90,0.30,110,22,73,18,1,153,100,46,,,29,63
2021-07-01 18:27:02,737,737047,1190107303,125,93,-1623,12,1,,0,0,0,18,-1.50,71.10,1014.91,26.20,-0.20,28,1,,0.00,28,0,0,0,0,0,0,0,,,,,,,,,218,255,255,255,22,73,18,0,,,,,,,,,,,,,,,,,51.90,0.30,110,22,73,18,1,153,100,46,,,30,64
2021-07-01 18:27:02,737,737172,1190107303,125,93,-1623,12,1,,0,0,0,18,-1.50,71.10,1014.90,26.20,-0.20,53,1,,0.00,53,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.90,0.30,110,22,73,18,1,153,100,46,,,30,65
2021-07-01 18:27:02,737,737298,1190107303,125,93,-1623,12,1,,0,0,0,19,-1.40,71.20,1014.90,26.19,-0.20,90,1,,0.00,90,0,0,0,0,0,0,0,162,11,3,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,51.80,0.30,50,22,73,18,1,153,100,45,,,31,66
2021-07-01 18:27:02,737,737422,1190107303,125,93,-1623,12,1,,0,0,0,19,-1.40,71.20,1014.90,26.20,0.20,143,1,,0.00,143,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,0.30,50,22,73,18,1,153,100,45,,,31,67
2021-07-01 18:27:02,737,737547,1190107303,125,93,-1623,12,1,,0,0,0,15,-1.40,71.20,1014.89,26.20,0.20,158,1,,0.00,158,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100,7,0,0,0,1,6,2,51.80,0.30,50,22,73,18,1,153,100,45,,,32,68
2021-07-01 18:27:02,737,737682,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.30,71.30,1014.88,26.20,0.20,0,1,,0.00,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,158,0,152,0,0,0,0,0,,,,,,,,,51.80,0.30,50,22,73,18,15,15,100,45,,,33,69
2021-07-01 18:27:02,737,737806,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.20,71.40,1014.87,26.20,0.20,0,1,,0.00,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,0.30,50,22,73,18,15,15,100,45,,,33,70
2021-07-01 18:27:02,737,737926,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.10,71.50,1014.86,26.20,0.60,0,1,,0.00,0,0,0,0,0,0,0,0,162,11,0,0,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,51.80,0.00,420,22,73,18,15,15,100,45,,,34,71
2021-07-01 18:27:03,738,738050,1190107303,125,93,-1623,12,1,,0,0,0,0,-1.10,71.50,1014.85,26.19,0.60,0,1,,0.00,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,0.00,420,22,73,18,15,15,100,45,,,34,72
2021-07-01 18:27:03,738,738164,1190107303,125,93,-1623,12,1,,0,0,0,8,-1.10,71.50,1014.86,26.20,0.60,11,1,,0.00,11,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100,11,0,0,0,1,6,2,51.80,0.00,420,22,73,18,15,15,100,45,,,35,73
2021-07-01 18:27:03,738,738290,1190107303,125,93,-1623,12,1,,0,0,0,18,-1.10,71.50,1014.86,26.20,0.60,28,1,,0.00,28,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,0.00,420,22,73,18,15,15,100,45,,,35,74
2021-07-01 18:27:03,738,738417,1190107303,125,93,-1623,12,1,,0,0,0,26,-1.10,71.50,1014.86,26.20,0.00,53,1,,0.00,53,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,11,0,1,0,0,0,0,0,,,,,,,,,51.80,0.00,420,22,73,18,1,0,100,45,,,36,75
2021-07-01 18:27:03,738,738541,1190107303,125,93,-1623,12,1,,0,0,0,31,-1.10,71.50,1014.86,26.20,0.00,90,1,,0.00,90,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,0.00,420,22,73,18,1,0,100,45,,,36,76
